client_id	path	sentence	up_votes	down_votes	age	gender	accent
e23fcbfdbd4639b11c95fb4c8fb94d4b8c576234203af247a6aa4e230e0247e37085eae1fa5aef4832e68cae29d165e45ebccc16ea830d43827c700877602c72	common_voice_ar_19293886.mp3	أعمل لدى شركة شحن.	0	0	twenties	male	
e23fcbfdbd4639b11c95fb4c8fb94d4b8c576234203af247a6aa4e230e0247e37085eae1fa5aef4832e68cae29d165e45ebccc16ea830d43827c700877602c72	common_voice_ar_19321578.mp3	.أقدّر شجاعته	0	0	twenties	male	
f30a72a1cb9deeded2f85b1871b1c7bc1ba3881dd4b765bdf4f6920b55e57439483bc7f541237873c5ba508c47635ed7aa0e897f93e02f9813bd980afd5bd9bc	common_voice_ar_19341226.mp3	.أعرفها	0	0	twenties	male	
93d5f73a2ab5218e400186a995921d066149a56aa5db4ad1bb93b0ba044c09c56fd5c6adf11c2402aeb0fc94dfa8cbd6de680f6456ad7ab9e314bf3f31de03ae	common_voice_ar_19344427.mp3	.أعرفها	1	0			
93d5f73a2ab5218e400186a995921d066149a56aa5db4ad1bb93b0ba044c09c56fd5c6adf11c2402aeb0fc94dfa8cbd6de680f6456ad7ab9e314bf3f31de03ae	common_voice_ar_19344428.mp3	.أقدّر شجاعته	0	0			
e23fcbfdbd4639b11c95fb4c8fb94d4b8c576234203af247a6aa4e230e0247e37085eae1fa5aef4832e68cae29d165e45ebccc16ea830d43827c700877602c72	common_voice_ar_19345294.mp3	هل يمكنني أن أستعمل قلمك الرصاص ؟	0	0	twenties	male	
6de14f28f77ba488714e21cd47dde88930a6922232b1cb9c9df707ef137e279dba17d53615d9aacfb4c365e3235b06d554ffde39425434b4033c0070d3a7ba11	common_voice_ar_19346566.mp3	ما الذي كنت تفعله آن ذاك ؟	1	0	twenties	female	
6de14f28f77ba488714e21cd47dde88930a6922232b1cb9c9df707ef137e279dba17d53615d9aacfb4c365e3235b06d554ffde39425434b4033c0070d3a7ba11	common_voice_ar_19346641.mp3	لا بد أنها ما زالت في العشرينات من عمرها.	0	0	twenties	female	
e23fcbfdbd4639b11c95fb4c8fb94d4b8c576234203af247a6aa4e230e0247e37085eae1fa5aef4832e68cae29d165e45ebccc16ea830d43827c700877602c72	common_voice_ar_19356833.mp3	وقع الرجل العجوز على الأرض.	0	0	twenties	male	
a03a946ee0bfa3c6f35cfa4ba7566da913ec3b828d8feb74465725873a72a5b78c7493b0f9068bcc66238d29ccdbfb2ab63b3d85bc3e65b9628b7b863ad781a5	common_voice_ar_19376169.mp3	ما الذي تفكر فيه ؟	0	0	thirties	male	
a03a946ee0bfa3c6f35cfa4ba7566da913ec3b828d8feb74465725873a72a5b78c7493b0f9068bcc66238d29ccdbfb2ab63b3d85bc3e65b9628b7b863ad781a5	common_voice_ar_19376247.mp3	ذهبَتْ إلى ألمانيا لتدرس الطب.	0	0	thirties	male	
a03a946ee0bfa3c6f35cfa4ba7566da913ec3b828d8feb74465725873a72a5b78c7493b0f9068bcc66238d29ccdbfb2ab63b3d85bc3e65b9628b7b863ad781a5	common_voice_ar_19376298.mp3	.يمكنها تحدث اليابانيّة	0	0	thirties	male	
a03a946ee0bfa3c6f35cfa4ba7566da913ec3b828d8feb74465725873a72a5b78c7493b0f9068bcc66238d29ccdbfb2ab63b3d85bc3e65b9628b7b863ad781a5	common_voice_ar_19376928.mp3	.ليس بالضرورة	1	0	thirties	male	
e23fcbfdbd4639b11c95fb4c8fb94d4b8c576234203af247a6aa4e230e0247e37085eae1fa5aef4832e68cae29d165e45ebccc16ea830d43827c700877602c72	common_voice_ar_19377869.mp3	هطل الكثير من الثلج السنة الماضية.	1	0	twenties	male	
f38eaaf535a8b01ee2fc6a673f91499fa59a508a3dbdda0372c1cd140d46fc2b070aba7074324e8ea83526e4d28924a00393220fd37526d82bcc81c0cde5bafd	common_voice_ar_19377973.mp3	يحترم عالمنا قانوناً ذهبياً واحداً: من يملك الذهب يضع القانون.	0	0	thirties	male	
f38eaaf535a8b01ee2fc6a673f91499fa59a508a3dbdda0372c1cd140d46fc2b070aba7074324e8ea83526e4d28924a00393220fd37526d82bcc81c0cde5bafd	common_voice_ar_19378008.mp3	ذاكر كل يوم لمدة ساعة ونصف.	1	0	thirties	male	
85da687977ebe2951514daafb325c5a1a2b47a87d0b7ba80c96c1381b9d58861dee3e20672b62c479b8eb2ed54e4e1df90c485429031f848f671cd89a918333a	common_voice_ar_19380900.mp3	اترك لي بعض المثلجات.	1	0			
48c8f088e68f7daa840e4e20701980ad6268dc21fb18799058039666023a2508b398cb74056c89bfb82f403a6dcefd48585b3354e7fcc4368ba5bdf979000103	common_voice_ar_19381027.mp3	اليابانيون شعب مجد في عمله.	0	0			
48c8f088e68f7daa840e4e20701980ad6268dc21fb18799058039666023a2508b398cb74056c89bfb82f403a6dcefd48585b3354e7fcc4368ba5bdf979000103	common_voice_ar_19381129.mp3	أختي أقصر منك.	0	0			
48c8f088e68f7daa840e4e20701980ad6268dc21fb18799058039666023a2508b398cb74056c89bfb82f403a6dcefd48585b3354e7fcc4368ba5bdf979000103	common_voice_ar_19381132.mp3	أحبك بجنون.	0	0			
48c8f088e68f7daa840e4e20701980ad6268dc21fb18799058039666023a2508b398cb74056c89bfb82f403a6dcefd48585b3354e7fcc4368ba5bdf979000103	common_voice_ar_19381135.mp3	تعثرت مفاوضات السلام مجدداً.	1	0			
48c8f088e68f7daa840e4e20701980ad6268dc21fb18799058039666023a2508b398cb74056c89bfb82f403a6dcefd48585b3354e7fcc4368ba5bdf979000103	common_voice_ar_19381139.mp3	.بوب و توم أخوَيْن	1	0			
48c8f088e68f7daa840e4e20701980ad6268dc21fb18799058039666023a2508b398cb74056c89bfb82f403a6dcefd48585b3354e7fcc4368ba5bdf979000103	common_voice_ar_19381172.mp3	أتشاهد التلفاز ؟	1	0			
f38eaaf535a8b01ee2fc6a673f91499fa59a508a3dbdda0372c1cd140d46fc2b070aba7074324e8ea83526e4d28924a00393220fd37526d82bcc81c0cde5bafd	common_voice_ar_19382608.mp3	صعدت إلى غرفة نومها في الطابق العلوي.	1	0	thirties	male	
59e2dc3a0238062aa3a7b30f4a153e6b636aae44a5b2b9346c9d0b727be1175c0241cbfeee0b4f33dcec8e5bdf44079bb4be62a792b0a91bdd50ce5ce9c4739e	common_voice_ar_19382769.mp3	في أي مكان في النمسا تربيت ؟	0	1			
f38eaaf535a8b01ee2fc6a673f91499fa59a508a3dbdda0372c1cd140d46fc2b070aba7074324e8ea83526e4d28924a00393220fd37526d82bcc81c0cde5bafd	common_voice_ar_19382783.mp3	إني أنتظرك منذ خمس ساعات.	1	0	thirties	male	
f38eaaf535a8b01ee2fc6a673f91499fa59a508a3dbdda0372c1cd140d46fc2b070aba7074324e8ea83526e4d28924a00393220fd37526d82bcc81c0cde5bafd	common_voice_ar_19382784.mp3	تتويبا: عندنا ، الاهتمام بالتفاصيل أمر مقدس ، و العقاب يأتي عاجلاً.	0	1	thirties	male	
f38eaaf535a8b01ee2fc6a673f91499fa59a508a3dbdda0372c1cd140d46fc2b070aba7074324e8ea83526e4d28924a00393220fd37526d82bcc81c0cde5bafd	common_voice_ar_19382794.mp3	الكل يريد أن يتعرف عليك. إنك مشهور!	1	0	thirties	male	
